sentence	label
what professional cricketer 's son wrote the war of the worlds in 1898 	3
how long should you feed your puppy purina puppy chow 	5
what is the origin of the word ` posh ' 	0
what are the two cities in dicken 's `` a tale of two cities '' 	4
what is the best internet business to go into 	3
who claims to have the greatest show on earth 	3
what city is wiener schnitzel named for 	4
what do christian scientists believe in 	0
what actor and world war ii airman had a 5 0 bounty put on his 	3
how many cullions does a male have 	5
where can you find the venus flytrap 	4
how many times more than 3 	5
what actor has a tattoo on his right wrist reading scotland forever 	3
how big is a normal size penis for a 15 year old 	5
who was the supreme god of germanic religion 	3
what are the names of jack 's original roommates on three 's company 	3
what woman has carried the most multiple births twins triplets etc 	3
what was the claim to fame of king camp gillette 	0
what is george lucas 's e mail address 	4
what happened during the blackhawk indian war of 1832 	0
what store claims to be the world 's largest department store 	3
what state was herbert hoover born in 	4
what 's an easy way to count the approximate number of fish in a lake 	1
what is bill gross 's email address 	4
what cigarette company urged us `` come to where the flavor is '' 	3
what are the different approaches of systems analysis 	1
why do people shake hands to show friendliness 	0
how many home runs did babe ruth hit in his lifetime 	5
what is the recommended weight of a 15 year old male that is 5 6 	5
what is `` the taste that beats the others cold '' 	1
what were the causes of the civil war 	0
what currency is used in australia 	1
what 's the name of pittsburgh 's baseball team 	3
how does a parachute work 	0
what is la nina 	0
what south american city has the world 's highest commercial landing field 	4
what money was used here 	1
what was al capone 's nickname 	3
what 's the setting of john le carre 's a small town in germany 	0
describe the long march 	0
what is the largest island in the mediterranean sea 	4
how many four star generals were there and who are they 	5
how can i find out which cities have cable modem access 	0
what is the best selling computer model ever 	1
who is william wordsworth 	3
what lake in scotland is said to hold one or more monsters 	4
what is boston kreme 	0
who 's the founder and editor of the national review 	3
what character did tex avery first create upon arriving at mgm 	3
what is lmds 	2
what is meant by the term `` yield to maturity '' in reference to bonds 	0
how many bones are in the human hand 	5
when did nixon visit china 	5
how many url extensions are there and what are they 	5
what is fiber in food 	0
which infectious disease kills the most people worldwide 	1
what was the number of assassinations and attempts to assassinate in the u s since 	5
what do the names andrew and christina mean 	0
what is a technique popularly used to detect birth defects 	1
how many countries are there 	5
what is the real name of disc jockey `` wolfman jack '' 	3
what war saw a naval battle between the luxury liners cap trafalgar and the carmania 	1
what is the islamic counterpart to the red cross 	1
what is `` vocal sampling '' 	0
what does the term `` spaghetti western '' mean 	0
what are the most common causes of death in the u s 	0
what time of year do most people fly 	5
when did the vesuvius last erupt 	5
what is the fine for having a dog on a beach 	5
why was the zipper invented 	0
what is the origin of the expression `` tout de suite '' 	0
what ever happened to the once popular yale lock company 	0
where can one find information on religion and health the brain and nutrition 	4
what is the procedure called for drilling a hole in your skull to acheive a 	1
what was american folk hero john chapman 's nickname 	3
what african capital is named for a u s president 	4
what is the claim to fame of agra india 	0
how do they get teflon to stick to the pan 	0
what 's the tallest building in new york city 	4
what was the ventura county police department that seized the county 's largest amount of 	3
what 's the most common name in nursery rhymes 	3
how many people died on south carolina highways in 1998 	5
how does ultraviolet light damage the dna of skin cells 	0
how can you become an fbi agent 	0
what homerian epic chronicles events toward the end of the trojan wars 	1
who sings angel eyes from the 80 's 	3
which soft drink does madonna advertise for 	1
who said of super bowl iii in 1969 `` we 'll win i guarantee it 	3
what was the killer whale who died at sea world of a fungal infection named 	1
what was the name of the director of the movie `` jaws '' 	3
what films featured the character popeye doyle 	1
who is the incredible hulk in reality 	3
who gave us the `` rolling writer '' 	3
how many people does honda employ in the u s 	5
who wrote brave new world 	3
what is the oldest website on the internet 	4
how many months does it take the moon to revolve around the earth 	5
name the u s senate majority leader and the speaker of the house 	3
when was the first barbie produced 	5
who is the superstar in rent a cars 	3
how does light travel through the void of space if there is no medium for 	0
where 's the bernini bristol hotel 	4
where is the danube 	4
who won a pulitzer prize for his novel the caine mutiny 	3
why was curious george curious 	0
who is the fastest guitarist 	3
how do i find a web address for a company 	0
in which year was new zealand excluded from the anzus alliance 	5
what 1965 film had jack lemmon portraying a cartoonist 	1
what are the largest libraries in the us 	4
